Id,Category
2997,6
2998,3
2999,6
3000,6
3001,9
3002,2
3003,1
3004,1
3005,2
3006,8
3007,9
3008,7
3009,1
3010,9
3011,4
3012,0
3013,7
3014,1
3015,8
3016,1
3017,9
3018,4
3019,3
3020,9
3021,4
3022,8
3023,4
3024,0
3025,0
3026,1
3027,9
3028,7
3029,9
3030,4
3031,2
3032,6
3033,6
3034,3
3035,1
3036,9
3037,0
3038,0
3039,6
3040,5
3041,5
3042,4
3043,3
3044,8
3045,9
3046,7
3047,9
3048,9
3049,7
3050,8
3051,1
3052,2
3053,5
3054,4
3055,6
3056,0
3057,6
3058,0
3059,5
3060,4
3061,0
3062,3
3063,7
3064,2
3065,8
3066,5
3067,6
3068,2
3069,7
3070,8
3071,3
3072,6
3073,9
3074,2
3075,5
3076,6
3077,9
3078,8
3079,5
3080,8
3081,0
3082,6
3083,3
3084,2
3085,1
3086,5
3087,8
3088,8
3089,1
3090,4
3091,5
3092,0
3093,6
3094,6
3095,1
3096,6
3097,0
3098,8
3099,1
3100,8
3101,8
3102,8
3103,5
3104,4
3105,3
3106,2
3107,6
3108,3
3109,8
3110,0
3111,5
3112,6
3113,0
3114,0
3115,5
3116,4
3117,6
3118,2
3119,5
3120,3
3121,5
3122,5
3123,8
3124,3
3125,8
3126,4
3127,6
3128,0
3129,4
3130,7
3131,5
3132,2
3133,6
3134,1
3135,2
3136,2
3137,4
3138,5
3139,4
3140,7
3141,2
3142,5
3143,1
3144,8
3145,1
3146,3
3147,4
3148,3
3149,6
3150,0
3151,2
3152,4
3153,9
3154,4
3155,8
3156,7
3157,9
3158,5
3159,9
3160,6
3161,0
3162,2
3163,4
3164,6
3165,8
3166,6
3167,3
3168,9
3169,3
3170,8
3171,1
3172,3
3173,5
3174,2
3175,8
3176,1
3177,5
3178,1
3179,6
3180,2
3181,0
3182,3
3183,9
3184,0
3185,5
3186,2
3187,6
3188,5
3189,8
3190,8
3191,2
3192,1
3193,4
3194,1
3195,5
3196,5
3197,4
3198,2
3199,9
3200,1
3201,2
3202,7
3203,3
3204,6
3205,4
3206,8
3207,9
3208,1
3209,9
3210,5
3211,3
3212,8
3213,4
3214,9
3215,8
3216,5
3217,7
3218,8
3219,0
3220,3
3221,2
3222,3
3223,8
3224,4
3225,8
3226,2
3227,3
3228,0
3229,3
3230,4
3231,4
3232,5
3233,8
3234,0
3235,2
3236,7
3237,9
3238,6
3239,7
3240,0
3241,3
3242,2
3243,2
3244,7
3245,5
3246,3
3247,0
3248,1
3249,6
3250,7
3251,6
3252,2
3253,2
3254,5
3255,5
3256,2
3257,6
3258,1
3259,0
3260,5
3261,9
3262,5
3263,7
3264,9
3265,7
3266,8
3267,0
3268,6
3269,7
3270,1
3271,1
3272,9
3273,7
3274,2
3275,8
3276,9
3277,3
3278,7
3279,4
3280,0
3281,9
3282,1
3283,2
3284,0
3285,7
3286,8
3287,2
3288,2
3289,2
3290,9
3291,9
3292,5
3293,1
3294,5
3295,1
3296,7
3297,0
3298,2
3299,1
3300,3
3301,5
3302,7
3303,1
3304,8
3305,4
3306,9
3307,4
3308,6
3309,9
3310,7
3311,2
3312,3
3313,6
3314,0
3315,3
3316,9
3317,5
3318,9
3319,7
3320,3
3321,3
3322,6
3323,6
3324,9
3325,2
3326,1
3327,5
3328,7
3329,7
3330,1
3331,7
3332,0
3333,1
3334,7
3335,8
3336,3
3337,6
3338,4
3339,9
3340,2
3341,0
3342,7
3343,6
3344,5
3345,2
3346,4
3347,8
3348,7
3349,5
3350,5
3351,9
3352,1
3353,8
3354,4
3355,9
3356,0
3357,6
3358,1
3359,1
3360,9
3361,8
3362,6
3363,1
3364,6
3365,0
3366,7
3367,6
3368,2
3369,6
3370,5
3371,2
3372,2
3373,0
3374,4
3375,1
3376,4
3377,2
3378,8
3379,9
3380,4
3381,2
3382,7
3383,2
3384,9
3385,7
3386,1
3387,2
3388,6
3389,8
3390,4
3391,7
3392,7
3393,7
3394,7
3395,8
3396,1
3397,8
3398,9
3399,8
3400,8
3401,8
3402,5
3403,5
3404,1
3405,7
3406,4
3407,6
3408,9
3409,3
3410,8
3411,4
3412,3
3413,0
3414,5
3415,1
3416,3
3417,9
3418,0
3419,6
3420,6
3421,2
3422,5
3423,7
3424,0
3425,1
3426,1
3427,1
3428,3
3429,7
3430,9
3431,7
3432,0
3433,7
3434,2
3435,9
3436,0
3437,8
3438,0
3439,4
3440,4
3441,4
3442,7
3443,7
3444,9
3445,6
3446,2
3447,0
3448,6
3449,1
3450,2
3451,3
3452,1
3453,1
3454,0
3455,3
3456,9
3457,8
3458,6
3459,3
3460,2
3461,3
3462,8
3463,3
3464,9
3465,3
3466,2
3467,2
3468,3
3469,0
3470,0
3471,9
3472,3
3473,6
3474,1
3475,9
3476,9
3477,5
3478,5
3479,0
3480,4
3481,8
3482,0
3483,8
3484,4
3485,2
3486,8
3487,8
3488,6
3489,4
3490,5
3491,7
3492,5
3493,6
3494,8
3495,2
3496,8
3497,5
3498,9
3499,9
3500,4
3501,8
3502,4
3503,6
3504,1
3505,9
3506,0
3507,9
3508,6
3509,0
3510,2
3511,2
3512,1
3513,8
3514,3
3515,9
3516,9
3517,1
3518,2
3519,6
3520,5
3521,6
3522,1
3523,9
3524,5
3525,9
3526,3
3527,8
3528,3
3529,5
3530,9
3531,1
3532,9
3533,1
3534,2
3535,5
3536,2
3537,3
3538,7
3539,9
3540,7
3541,4
3542,2
3543,2
3544,8
3545,1
3546,2
3547,5
3548,2
3549,5
3550,8
3551,8
3552,0
3553,7
3554,8
3555,6
3556,1
3557,6
3558,7
3559,0
3560,1
3561,1
3562,6
3563,7
3564,8
3565,6
3566,3
3567,8
3568,2
3569,1
3570,2
3571,6
3572,5
3573,6
3574,9
3575,9
3576,8
3577,0
3578,9
3579,5
3580,2
3581,6
3582,9
3583,1
3584,5
3585,5
3586,4
3587,6
3588,0
3589,0
3590,2
3591,7
3592,2
3593,2
3594,1
3595,1
3596,3
3597,1
3598,4
3599,3
3600,7
3601,5
3602,5
3603,0
3604,7
3605,5
3606,3
3607,4
3608,5
3609,7
3610,8
3611,9
3612,8
3613,4
3614,6
3615,0
3616,0
3617,6
3618,0
3619,7
3620,8
3621,8
3622,7
3623,5
3624,7
3625,1
3626,3
3627,1
3628,6
3629,4
3630,7
3631,5
3632,1
3633,2
3634,9
3635,3
3636,4
3637,5
3638,9
3639,3
3640,6
3641,5
3642,9
3643,7
3644,6
3645,6
3646,6
3647,8
3648,9
3649,5
3650,1
3651,0
3652,0
3653,3
3654,9
3655,8
3656,3
3657,7
3658,7
3659,9
3660,8
3661,8
3662,6
3663,8
3664,5
3665,5
3666,2
3667,2
3668,2
3669,6
3670,9
3671,0
3672,7
3673,8
3674,2
3675,4
3676,5
3677,8
3678,3
3679,2
3680,8
3681,0
3682,0
3683,3
3684,5
3685,1
3686,9
3687,9
3688,1
3689,4
3690,0
3691,1
3692,7
3693,8
3694,5
3695,9
3696,6
3697,0
3698,5
3699,7
3700,6
3701,4
3702,6
3703,5
3704,6
3705,0
3706,1
3707,8
3708,6
3709,5
3710,1
3711,7
3712,1
3713,1
3714,9
3715,4
3716,2
3717,6
3718,9
3719,2
3720,9
3721,3
3722,7
3723,6
3724,6
3725,9
3726,3
3727,7
3728,5
3729,1
3730,4
3731,4
3732,8
3733,9
3734,1
3735,8
3736,8
3737,1
3738,5
3739,0
3740,4
3741,9
3742,0
3743,4
3744,5
3745,3
3746,4
3747,7
3748,1
3749,9
3750,6
3751,9
3752,9
3753,4
3754,9
3755,8
3756,7
3757,8
3758,1
3759,7
3760,2
3761,1
3762,8
3763,1
3764,6
3765,0
3766,8
3767,1
3768,5
3769,7
3770,1
3771,3
3772,9
3773,6
3774,7
3775,3
3776,7
3777,4
3778,8
3779,2
3780,1
3781,6
3782,5
3783,0
3784,5
3785,1
3786,6
3787,6
3788,9
3789,7
3790,8
3791,2
3792,5
3793,3
3794,2
3795,5
3796,7
3797,1
3798,4
3799,1
3800,0
3801,4
3802,9
3803,4
3804,4
3805,9
3806,5
3807,7
3808,0
3809,6
3810,3
3811,4
3812,6
3813,3
3814,8
3815,5
3816,4
3817,9
3818,8
3819,7
3820,1
3821,9
3822,0
3823,4
3824,8
3825,2
3826,7
3827,3
3828,5
3829,2
3830,6
3831,4
3832,8
3833,5
3834,1
3835,4
3836,7
3837,8
3838,9
3839,8
3840,2
3841,2
3842,7
3843,0
3844,7
3845,4
3846,7
3847,9
3848,0
3849,0
3850,3
3851,7
3852,4
3853,0
3854,6
3855,5
3856,6
3857,1
3858,3
3859,0
3860,8
3861,3
3862,6
3863,9
3864,3
3865,7
3866,0
3867,7
3868,1
3869,1
3870,5
3871,4
3872,1
3873,7
3874,4
3875,8
3876,5
3877,1
3878,9
3879,3
3880,4
3881,7
3882,2
3883,6
3884,5
3885,5
3886,4
3887,4
3888,3
3889,1
3890,3
3891,7
3892,5
3893,9
3894,8
3895,5
3896,4
3897,3
3898,9
3899,6
3900,2
3901,4
3902,4
3903,7
3904,4
3905,7
3906,3
3907,0
3908,5
3909,5
3910,6
3911,2
3912,2
3913,7
3914,9
3915,5
3916,6
3917,6
3918,7
3919,3
3920,0
3921,8
3922,3
3923,2
3924,4
3925,9
3926,9
3927,8
3928,1
3929,0
3930,4
3931,0
3932,5
3933,1
3934,8
3935,8
3936,8
3937,5
3938,1
3939,7
3940,8
3941,0
3942,5
3943,6
3944,8
3945,9
3946,3
3947,0
3948,9
3949,3
3950,1
3951,0
3952,8
3953,8
3954,9
3955,4
3956,5
3957,5
3958,6
3959,3
3960,1
3961,3
3962,0
3963,9
3964,0
3965,5
3966,2
3967,0
3968,7
3969,9
3970,5
3971,0
3972,6
3973,0
3974,9
3975,1
3976,5
3977,4
3978,5
3979,8
3980,5
3981,3
3982,3
3983,3
3984,9
3985,2
3986,0
3987,9
3988,2
3989,7
3990,7
3991,3
3992,7
3993,5
3994,7
3995,1
3996,5
3997,2
3998,2
3999,3
4000,3
4001,5
4002,0
4003,0
4004,0
4005,7
4006,9
4007,1
4008,9
4009,4
4010,9
4011,6
4012,1
4013,0
4014,8
4015,2
4016,1
4017,9
4018,5
4019,6
4020,4
4021,3
4022,1
4023,2
4024,3
4025,0
4026,6
4027,2
4028,5
4029,1
4030,7
4031,5
4032,6
4033,6
4034,1
4035,8
4036,4
4037,8
4038,6
4039,2
4040,2
4041,0
4042,6
4043,0
4044,2
4045,2
4046,7
4047,3
4048,1
4049,5
4050,2
4051,1
4052,2
4053,2
4054,8
4055,9
4056,9
4057,2
4058,9
4059,5
4060,4
4061,4
4062,3
4063,2
4064,9
4065,8
4066,5
4067,1
4068,8
4069,7
4070,5
4071,3
4072,2
4073,9
4074,6
4075,3
4076,1
4077,3
4078,4
4079,1
4080,9
4081,7
4082,3
4083,8
4084,8
4085,7
4086,1
4087,7
4088,4
4089,3
4090,2
4091,9
4092,1
4093,3
4094,9
4095,7
4096,4
4097,3
4098,9
4099,5
4100,7
4101,3
4102,9
4103,2
4104,1
4105,6
4106,7
4107,1
4108,7
4109,1
4110,6
4111,8
4112,1
4113,2
4114,5
4115,1
4116,7
4117,9
4118,0
4119,5
4120,0
4121,2
4122,9
4123,8
4124,7
4125,3
4126,6
4127,7
4128,4
4129,6
4130,2
4131,5
4132,8
4133,0
4134,1
4135,1
4136,1
4137,3
4138,8
4139,2
4140,5
4141,2
4142,7
4143,9
4144,6
4145,1
4146,5
4147,6
4148,9
4149,4
4150,0
4151,2
4152,2
4153,2
4154,6
4155,0
4156,6
4157,4
4158,2
4159,4
4160,4
4161,4
4162,5
4163,8
4164,4
4165,0
4166,2
4167,2
4168,5
4169,9
4170,2
4171,2
4172,9
4173,2
4174,6
4175,7
4176,2
4177,2
4178,6
4179,8
4180,5
4181,8
4182,3
4183,8
4184,9
4185,6
4186,8
4187,2
4188,3
4189,7
4190,3
4191,3
4192,8
4193,8
4194,1
4195,9
4196,4
4197,1
4198,3
4199,5
4200,3
4201,4
4202,6
4203,5
4204,7
4205,9
4206,7
4207,7
4208,7
4209,7
4210,2
4211,5
4212,4
4213,7
4214,4
4215,0
4216,1
4217,9
4218,6
4219,8
4220,8
4221,9
4222,0
4223,8
4224,5
4225,5
4226,7
4227,4
4228,7
4229,9
4230,1
4231,4
4232,7
4233,2
4234,9
4235,7
4236,7
4237,0
4238,0
4239,3
4240,7
4241,4
4242,9
4243,3
4244,1
4245,0
4246,8
4247,5
4248,1
4249,8
4250,3
4251,5
4252,1
4253,7
4254,1
4255,8
4256,7
4257,9
4258,9
4259,2
4260,8
4261,3
4262,1
4263,1
4264,4
4265,6
4266,1
4267,2
4268,9
4269,1
4270,0
4271,2
4272,5
4273,1
4274,2
4275,3
4276,1
4277,9
4278,0
4279,8
4280,1
4281,4
4282,6
4283,0
4284,7
4285,3
4286,5
4287,4
4288,9
4289,3
4290,4
4291,9
4292,9
4293,5
4294,7
4295,0
4296,6
4297,6
4298,7
4299,0
4300,6
4301,9
4302,4
4303,5
4304,5
4305,4
4306,9
4307,4
4308,1
4309,3
4310,0
4311,1
4312,7
4313,2
4314,2
4315,9
4316,8
4317,7
4318,2
4319,1
4320,8
4321,5
4322,0
4323,8
4324,6
4325,1
4326,7
4327,3
4328,7
4329,9
4330,0
4331,9
4332,9
4333,4
4334,7
4335,4
4336,4
4337,2
4338,5
4339,6
4340,6
4341,5
4342,9
4343,5
4344,3
4345,0
4346,8
4347,1
4348,2
4349,3
4350,5
4351,6
4352,9
4353,6
4354,3
4355,5
4356,7
4357,2
4358,3
4359,4
4360,0
4361,1
4362,4
4363,3
4364,9
4365,9
4366,8
4367,8
4368,5
4369,2
4370,0
4371,1
4372,2
4373,9
4374,6
4375,0
4376,8
4377,9
4378,0
4379,0
4380,2
4381,8
4382,4
4383,5
4384,0
4385,0
4386,0
4387,2
4388,7
4389,0
4390,6
4391,1
4392,6
4393,9
4394,4
4395,0
4396,4
4397,6
4398,2
4399,9
4400,3
4401,5
4402,9
4403,8
4404,7
4405,8
4406,9
4407,6
4408,7
4409,2
4410,2
4411,4
4412,3
4413,1
4414,8
4415,6
4416,3
4417,8
4418,8
4419,0
4420,5
4421,0
4422,1
4423,3
4424,5
4425,4
4426,5
4427,2
4428,3
4429,0
4430,8
4431,4
4432,0
4433,8
4434,1
4435,0
4436,5
4437,0
4438,6
4439,9
4440,7
4441,7
4442,6
4443,4
4444,9
4445,3
4446,9
4447,7
4448,0
4449,9
4450,1
4451,0
4452,2
4453,1
4454,0
4455,2
4456,1
4457,7
4458,7
4459,8
4460,2
4461,1
4462,3
4463,3
4464,4
4465,5
4466,8
4467,5
4468,1
4469,5
4470,0
4471,2
4472,6
4473,1
4474,7
4475,6
4476,3
4477,2
4478,7
4479,1
4480,0
4481,3
4482,8
4483,0
4484,9
4485,8
4486,6
4487,4
4488,5
4489,4
4490,7
4491,1
4492,6
4493,1
4494,7
4495,3
4496,8
4497,5
4498,5
4499,9
4500,7
4501,1
4502,0
4503,6
4504,2
4505,1
4506,5
4507,8
4508,0
4509,0
4510,7
4511,9
4512,8
4513,1
4514,8
4515,5
4516,3
4517,0
4518,6
4519,4
4520,5
4521,4
4522,9
4523,0
4524,5
4525,6
4526,0
4527,4
4528,5
4529,0
4530,1
4531,7
4532,3
4533,5
4534,5
4535,6
4536,1
4537,5
4538,4
4539,1
4540,6
4541,3
4542,6
4543,4
4544,7
4545,1
4546,9
4547,6
4548,7
4549,1
4550,1
4551,1
4552,0
4553,8
4554,9
4555,8
4556,8
4557,1
4558,9
4559,5
4560,2
4561,2
4562,5
4563,1
4564,0
4565,2
4566,9
4567,0
4568,5
4569,1
4570,1
4571,0
4572,9
4573,0
4574,8
4575,5
4576,2
4577,4
4578,4
4579,3
4580,8
4581,6
4582,6
4583,9
4584,9
4585,5
4586,1
4587,4
4588,8
4589,8
4590,9
4591,2
4592,4
4593,2
4594,3
4595,9
4596,8
4597,9
4598,7
4599,7
4600,1
4601,4
4602,6
4603,7
4604,1
4605,3
4606,8
4607,2
4608,4
4609,2
4610,5
4611,9
4612,1
4613,4
4614,9
4615,4
4616,1
4617,8
4618,2
4619,4
4620,6
4621,2
4622,4
4623,3
4624,9
4625,1
4626,5
4627,0
4628,9
4629,8
4630,8
4631,3
4632,0
4633,4
4634,4
4635,5
4636,4
4637,5
4638,8
4639,6
4640,9
4641,9
4642,7
4643,0
4644,0
4645,9
4646,9
4647,8
4648,8
4649,5
4650,7
4651,1
4652,0
4653,0
4654,0
4655,7
4656,5
4657,3
4658,9
4659,5
4660,2
4661,5
4662,7
4663,8
4664,1
4665,4
4666,5
4667,3
4668,4
4669,2
4670,3
4671,5
4672,8
4673,7
4674,5
4675,5
4676,1
4677,8
4678,7
4679,6
4680,1
4681,9
4682,9
4683,9
4684,4
4685,3
4686,4
4687,0
4688,1
4689,5
4690,1
4691,4
4692,2
4693,8
4694,4
4695,0
4696,9
4697,8
4698,1
4699,4
4700,4
4701,8
4702,1
4703,8
4704,7
4705,9
4706,5
4707,2
4708,6
4709,1
4710,1
4711,4
4712,7
4713,1
4714,5
4715,2
4716,6
4717,5
4718,9
4719,8
4720,3
4721,1
4722,4
4723,0
4724,9
4725,7
4726,6
4727,9
4728,1
4729,2
4730,3
4731,4
4732,5
4733,4
4734,9
4735,9
4736,4
4737,4
4738,3
4739,2
4740,6
4741,4
4742,6
4743,9
4744,8
4745,4
4746,9
4747,0
4748,2
4749,4
4750,2
4751,6
4752,8
4753,0
4754,6
4755,2
4756,7
4757,5
4758,2
4759,5
4760,0
4761,8
4762,6
4763,2
4764,1
4765,2
4766,6
4767,9
4768,7
4769,4
4770,4
4771,7
4772,9
4773,1
4774,4
4775,5
4776,3
4777,7
4778,3
4779,0
4780,2
4781,0
4782,5
4783,3
4784,2
4785,0
4786,0
4787,5
4788,8
4789,9
4790,5
4791,9
4792,4
4793,5
4794,7
4795,2
4796,9
4797,0
4798,5
4799,9
4800,7
4801,3
4802,5
4803,8
4804,3
4805,9
4806,8
4807,2
4808,7
4809,2
4810,8
4811,6
4812,5
4813,8
4814,9
4815,6
4816,6
4817,3
4818,6
4819,9
4820,1
4821,7
4822,7
4823,1
4824,5
4825,9
4826,5
4827,6
4828,0
4829,4
4830,7
4831,6
4832,5
4833,0
4834,9
4835,7
4836,2
4837,0
4838,8
4839,2
4840,3
4841,3
4842,3
4843,4
4844,3
4845,9
4846,6
4847,8
4848,0
4849,4
4850,3
4851,0
4852,1
4853,4
4854,0
4855,9
4856,2
4857,1
4858,8
4859,6
4860,2
4861,2
4862,6
4863,2
4864,8
4865,2
4866,2
4867,4
4868,3
4869,2
4870,7
4871,1
4872,0
4873,5
4874,8
4875,5
4876,2
4877,4
4878,9
4879,7
4880,8
4881,1
4882,8
4883,4
4884,7
4885,9
4886,6
4887,1
4888,6
4889,8
4890,0
4891,3
4892,4
4893,5
4894,1
4895,1
4896,4
4897,2
4898,2
4899,6
4900,3
4901,1
4902,6
4903,1
4904,9
4905,5
4906,5
4907,5
4908,6
4909,4
4910,7
4911,7
4912,5
4913,1
4914,4
4915,9
4916,6
4917,0
4918,5
4919,8
4920,7
4921,4
4922,5
4923,1
4924,6
4925,4
4926,5
4927,5
4928,9
4929,8
4930,8
4931,7
4932,4
4933,3
4934,7
4935,8
4936,1
4937,2
4938,1
4939,2
4940,3
4941,9
4942,8
4943,2
4944,1
4945,0
4946,8
4947,4
4948,0
4949,3
4950,1
4951,1
4952,5
4953,5
4954,5
4955,4
4956,8
4957,0
4958,7
4959,5
4960,7
4961,1
4962,8
4963,5
4964,5
4965,2
4966,0
4967,3
4968,0
4969,1
4970,4
4971,2
4972,7
4973,8
4974,1
4975,6
4976,6
4977,7
4978,5
4979,1
4980,8
4981,4
4982,9
4983,3
4984,7
4985,5
4986,5
4987,3
4988,4
4989,5
4990,1
4991,6
4992,9
4993,3
4994,4
4995,1
4996,5
4997,1
4998,7
4999,5
5000,6
5001,7
5002,5
5003,0
5004,3
5005,1
5006,1
5007,1
5008,4
5009,4
5010,0
5011,0
5012,4
5013,0
5014,1
5015,5
5016,4
5017,2
5018,8
5019,6
5020,5
5021,3
5022,1
5023,3
5024,9
5025,6
5026,5
5027,5
5028,2
5029,7
5030,1
5031,6
5032,3
5033,7
5034,9
5035,2
5036,4
5037,7
5038,9
5039,5
5040,1
5041,9
5042,0
5043,6
5044,4
5045,9
5046,1
5047,1
5048,3
5049,2
5050,5
5051,4
5052,0
5053,0
5054,9
5055,8
5056,6
5057,7
5058,2
5059,8
5060,0
5061,1
5062,1
5063,7
5064,9
5065,6
5066,1
5067,8
5068,0
5069,4
5070,2
5071,1
5072,1
5073,1
5074,2
5075,7
5076,5
5077,3
5078,5
5079,7
5080,3
5081,0
5082,9
5083,3
5084,0
5085,1
5086,8
5087,0
5088,4
5089,5
5090,4
5091,1
5092,3
5093,6
5094,5
5095,1
5096,7
5097,5
5098,8
5099,5
5100,8
5101,3
5102,0
5103,2
5104,8
5105,7
5106,1
5107,2
5108,3
5109,4
5110,3
5111,2
5112,8
5113,1
5114,9
5115,0
5116,1
5117,4
5118,8
5119,1
5120,4
5121,1
5122,8
5123,5
5124,2
5125,7
5126,8
5127,3
5128,4
5129,3
5130,6
5131,9
5132,7
5133,1
5134,5
5135,3
5136,0
5137,1
5138,5
5139,7
5140,1
5141,7
5142,1
5143,4
5144,4
5145,3
5146,3
5147,9
5148,6
5149,3
5150,3
5151,8
5152,7
5153,5
5154,0
5155,1
5156,7
5157,1
5158,2
5159,8
5160,6
5161,5
5162,5
5163,4
5164,5
5165,8
5166,9
5167,1
5168,0
5169,6
5170,5
5171,4
5172,4
5173,4
5174,8
5175,2
5176,3
5177,3
5178,1
5179,9
5180,0
5181,5
5182,8
5183,7
5184,8
5185,3
5186,7
5187,2
5188,6
5189,9
5190,6
5191,9
5192,2
5193,8
5194,8
5195,6
5196,8
5197,9
5198,1
5199,4
5200,2
5201,7
5202,8
5203,1
5204,4
5205,3
5206,1
5207,4
5208,2
5209,5
5210,9
5211,4
5212,8
5213,3
5214,4
5215,1
5216,9
5217,3
5218,6
5219,1
5220,0
5221,0
5222,0
5223,4
5224,2
5225,1
5226,4
5227,4
5228,9
5229,8
5230,7
5231,2
5232,8
5233,1
5234,6
5235,1
5236,6
5237,8
5238,5
5239,9
5240,8
5241,0
5242,8
5243,9
5244,0
5245,5
5246,1
5247,6
5248,0
5249,5
5250,0
5251,9
5252,9
5253,6
5254,7
5255,6
5256,3
5257,7
5258,5
5259,5
5260,7
5261,1
5262,6
5263,9
5264,2
5265,4
5266,8
5267,2
5268,5
5269,7
5270,8
5271,2
5272,1
5273,8
5274,1
5275,1
5276,9
5277,0
5278,8
5279,0
5280,4
5281,1
5282,8
5283,0
5284,0
5285,2
5286,9
5287,0
5288,9
5289,1
5290,8
5291,3
5292,7
5293,7
5294,5
5295,3
5296,4
5297,9
5298,0
5299,4
5300,8
5301,9
5302,1
5303,9
5304,1
5305,5
5306,0
5307,1
5308,6
5309,7
5310,5
5311,4
5312,5
5313,2
5314,5
5315,0
5316,3
5317,2
5318,8
5319,5
5320,9
5321,4
5322,5
5323,7
5324,3
5325,7
5326,5
5327,6
5328,0
5329,2
5330,5
5331,1
5332,2
5333,6
5334,8
5335,1
5336,1
5337,3
5338,8
5339,0
5340,6
5341,9
5342,7
5343,9
5344,4
5345,1
5346,4
5347,9
5348,8
5349,7
5350,6
5351,3
5352,9
5353,7
5354,5
5355,5
5356,6
5357,7
5358,9
5359,0
5360,6
5361,4
5362,8
5363,5
5364,5
5365,3
5366,8
5367,5
5368,1
5369,2
5370,7
5371,9
5372,3
5373,4
5374,8
5375,9
5376,9
5377,7
5378,5
5379,1
5380,9
5381,2
5382,1
5383,6
5384,5
5385,3
5386,3
5387,1
5388,8
5389,0
5390,2
5391,3
5392,8
5393,4
5394,1
5395,7
5396,4
5397,0
5398,1
5399,0
5400,1
5401,5
5402,9
5403,5
5404,0
5405,0
5406,2
5407,2
5408,7
5409,2
5410,5
5411,7
5412,6
5413,8
5414,8
5415,7
5416,3
5417,9
5418,0
5419,9
5420,5
5421,1
5422,0
5423,1
5424,2
5425,6
5426,2
5427,3
5428,5
5429,9
5430,8
5431,6
5432,6
5433,4
5434,6
5435,3
5436,1
5437,2
5438,0
5439,9
5440,3
5441,8
5442,0
5443,6
5444,0
5445,4
5446,5
5447,5
5448,2
5449,6
5450,1
5451,5
5452,8
5453,8
5454,5
5455,0
5456,0
5457,7
5458,1
5459,2
5460,8
5461,6
5462,3
5463,1
5464,7
5465,4
5466,7
5467,9
5468,7
5469,1
5470,2
5471,9
5472,4
5473,1
5474,1
5475,6
5476,5
5477,4
5478,6
5479,1
5480,0
5481,5
5482,0
5483,2
5484,0
5485,2
5486,8
5487,3
5488,5
5489,5
5490,4
5491,0
5492,8
5493,7
5494,8
5495,4
5496,7
5497,9
5498,6
5499,5
5500,6
5501,3
5502,0
5503,3
5504,6
5505,3
5506,4
5507,3
5508,4
5509,3
5510,4
5511,4
5512,1
5513,6
5514,2
5515,2
5516,7
5517,9
5518,8
5519,2
5520,5
5521,7
5522,4
5523,5
5524,2
5525,1
5526,8
5527,9
5528,6
5529,2
5530,1
5531,5
5532,3
5533,5
5534,3
5535,0
5536,3
5537,5
5538,4
5539,8
5540,1
5541,1
5542,4
5543,5
5544,0
5545,6
5546,3
5547,5
5548,9
5549,2
5550,0
5551,0
5552,2
5553,8
5554,5
5555,2
5556,8
5557,5
5558,9
5559,6
5560,0
5561,5
5562,0
5563,4
5564,1
5565,2
5566,1
5567,5
5568,5
5569,5
5570,9
5571,7
5572,4
5573,5
5574,5
5575,7
5576,7
5577,5
5578,6
5579,1
5580,6
5581,9
5582,9
5583,7
5584,9
5585,8
5586,5
5587,5
5588,0
5589,5
5590,3
5591,8
5592,1
5593,1
5594,4
5595,7
5596,1
5597,0
5598,1
5599,5
5600,4
5601,3
5602,8
5603,0
5604,7
5605,5
5606,1
5607,6
5608,1
5609,8
5610,8
5611,8
5612,5
5613,4
5614,5
5615,3
5616,9
5617,7
5618,3
5619,5
5620,7
5621,1
5622,4
5623,5
5624,1
5625,1
5626,4
5627,4
5628,1
5629,6
5630,9
5631,2
5632,3
5633,5
5634,5
5635,7
5636,1
5637,5
5638,8
5639,2
5640,6
5641,7
5642,6
5643,5
5644,5
5645,5
5646,5
5647,5
5648,9
5649,4
5650,5
5651,3
5652,8
5653,2
5654,6
5655,2
5656,4
5657,0
5658,1
5659,9
5660,7
5661,7
5662,3
5663,4
5664,3
5665,2
5666,4
5667,8
5668,1
5669,5
5670,0
5671,3
5672,3
5673,8
5674,2
5675,1
5676,5
5677,3
5678,8
5679,4
5680,7
5681,2
5682,4
5683,4
5684,3
5685,5
5686,6
5687,5
5688,8
5689,4
5690,2
5691,4
5692,4
5693,4
5694,9
5695,3
5696,7
5697,7
5698,8
5699,0
5700,5
5701,5
5702,8
5703,5
5704,8
5705,0
5706,8
5707,4
5708,9
5709,9
5710,2
5711,8
5712,0
5713,4
5714,9
5715,3
5716,8
5717,3
5718,8
5719,1
5720,5
5721,6
5722,7
5723,9
5724,1
5725,4
5726,0
5727,9
5728,0
5729,0
5730,3
5731,0
5732,9
5733,1
5734,3
5735,0
5736,8
5737,8
5738,3
5739,8
5740,6
5741,0
5742,8
5743,5
5744,0
5745,9
5746,3
5747,9
5748,5
5749,6
5750,7
5751,4
5752,0
5753,7
5754,0
5755,2
5756,4
5757,9
5758,1
5759,9
5760,6
5761,4
5762,4
5763,2
5764,1
5765,4
5766,6
5767,4
5768,7
5769,6
5770,6
5771,5
5772,9
5773,5
5774,4
5775,6
5776,9
5777,8
5778,1
5779,3
5780,0
5781,5
5782,0
5783,4
5784,7
5785,9
5786,2
5787,6
5788,6
5789,8
5790,4
5791,3
5792,2
5793,7
5794,5
